student_id,enrolment,works,logins_w1_4,submissions_w1_4,EE,ES,SE,SS,p_ES_w1_4,sheets_on_time_w1_4,sheets_semester,midterm,exam,no_show,passed,last_active_week,skill,commitment
27,repeat,0,7,80,45,10,10,3,0.1818,3,3,,,1,0,6,-1.9341,-0.9996
28,first,0,20,37,1,5,1,10,0.8333,4,12,7.5,8.0,0,1,13,1.5324,1.0526
29,first,0,24,164,95,21,13,21,0.181,3,7,2.0,4.5,0,0,13,-1.554,1.1567
30,first,0,19,76,17,17,8,15,0.5,4,10,5.0,3.5,0,0,13,-0.2308,0.6861
31,first,0,20,45,4,8,3,10,0.6667,4,7,6.0,8.5,0,1,13,0.9044,-0.0501
32,repeat,0,9,98,50,12,5,12,0.1935,4,8,3.5,4.0,0,0,13,-0.6357,-0.6501
33,first,1,23,45,6,9,2,14,0.6,3,10,5.5,6.5,0,1,13,0.2021,0.4208
34,first,0,13,91,52,10,9,7,0.1613,3,6,3.0,2.0,0,0,13,-1.591,-0.7304
35,repeat,1,4,9,2,1,0,2,,1,7,5.0,5.5,0,1,13,0.3113,-0.6308
36,first,0,22,33,9,7,2,2,0.4375,3,8,3.5,7.0,0,1,13,0.1199,-0.1212
37,first,0,21,72,37,8,7,6,0.1778,3,5,,1.5,0,0,13,-1.7232,-0.9457
38,repeat,0,11,33,4,6,1,7,0.6,3,8,6.0,7.5,0,1,13,-0.0478,-0.2581
39,first,1,23,32,6,9,2,6,0.6,2,7,3.0,,1,0,8,-0.389,0.2079
40,repeat,1,6,7,1,1,0,1,,1,7,6.0,7.5,0,1,13,0.6954,-0.6071
41,repeat,1,3,0,0,0,0,0,,0,1,,,1,0,2,0.2078,-0.3464
42,repeat,1,6,12,8,0,0,0,0.0,1,5,,,1,0,5,-1.4004,-1.1594
43,first,1,9,30,18,3,4,0,0.1429,1,6,0.5,0.5,0,0,13,-2.1502,-0.7774
44,first,0,17,59,10,10,5,14,0.5,4,10,6.0,9.0,0,1,13,0.8146,0.3656
45,repeat,0,9,11,0,0,0,6,,1,2,7.5,,1,0,8,0.6072,-2.1814
46,first,0,11,28,7,7,0,4,0.5,2,6,5.0,6.5,0,1,13,-0.4836,-0.3393
47,first,0,11,38,8,6,3,7,0.4286,3,7,5.5,6.0,0,1,13,-0.0646,-1.1149
48,repeat,0,6,45,13,2,4,12,0.1333,3,3,,,1,0,4,-1.876,-1.9648
49,repeat,0,3,30,8,6,3,3,0.4286,2,3,,,1,0,6,-0.773,-1.2844
50,repeat,0,8,84,38,13,7,7,0.2549,4,7,3.0,,1,0,9,-1.1287,-0.4364
51,first,0,18,89,27,15,9,22,0.3571,4,9,4.5,6.5,0,1,13,-0.6227,1.8382
52,repeat,1,2,58,36,2,5,5,0.0526,3,8,0.5,2.5,0,0,13,-1.8332,0.0306
53,first,0,8,36,12,4,2,6,0.25,3,8,3.5,3.5,0,0,13,-1.025,-0.574
54,first,0,13,37,2,7,3,12,0.7778,3,4,,,1,0,5,-0.1518,-0.6421
55,first,0,10,28,8,3,1,6,0.2727,2,2,3.5,,1,0,8,-0.5415,-1.7424
56,first,0,20,37,4,8,2,8,0.6667,4,6,,,1,0,7,-0.1089,-0.4255
57,repeat,0,7,31,13,2,2,6,0.1333,2,3,1.0,1.5,0,0,13,-1.4748,-2.0739
58,first,0,14,39,5,10,5,4,0.6667,3,10,4.0,6.5,0,1,13,0.384,-0.311
59,first,0,21,49,12,8,4,9,0.4,4,11,6.0,9.0,0,1,13,0.221,0.509
60,first,0,13,82,28,15,6,18,0.3488,3,9,5.0,5.0,0,1,13,-1.0383,0.2199
61,first,0,9,64,13,11,7,16,0.4583,4,10,4.5,5.5,0,1,13,-0.317,0.3917
62,repeat,0,6,18,2,0,1,6,,2,7,5.0,7.5,0,1,13,0.6661,-1.2733
63,first,0,17,14,2,3,1,3,0.6,1,4,4.0,,1,0,8,0.2766,-0.9528
64,first,1,10,0,0,0,0,0,,0,10,2.0,3.0,0,0,13,-1.6395,-0.3029
65,repeat,0,4,82,47,6,5,11,0.1132,3,7,3.0,,1,0,9,-1.8536,-0.4554
66,first,0,12,72,15,16,9,12,0.5161,4,8,6.0,7.0,0,1,13,0.2409,0.4864
67,first,0,14,59,17,9,3,17,0.3462,3,8,6.5,6.5,0,1,13,0.1437,0.3472
68,first,1,7,14,2,1,0,1,,2,7,5.5,9.0,0,1,13,0.9089,0.2057
69,repeat,0,0,50,8,7,5,13,0.4667,4,9,5.0,2.5,0,0,13,-0.1187,-1.0688
70,repeat,0,4,86,28,14,4,21,0.3333,4,10,3.5,3.5,0,0,13,-0.4634,0.6223
71,first,0,17,112,39,18,8,28,0.3158,4,10,4.5,,1,0,10,-0.6937,0.0668
72,repeat,0,4,15,4,1,1,4,0.2,1,2,3.0,,1,0,13,-1.0677,-2.2782
73,first,0,19,161,107,19,10,11,0.1508,3,9,4.5,5.5,0,1,13,-1.6196,1.6474
74,first,0,13,27,4,4,2,3,0.5,3,8,6.5,,1,0,13,0.7105,-1.3597
75,first,0,19,200,121,23,11,26,0.1597,4,9,3.0,3.5,0,0,13,-1.4865,1.485
76,first,0,3,99,37,14,5,23,0.2745,4,10,4.0,4.5,0,0,13,-0.9003,0.5577
77,first,1,12,14,0,2,1,6,,1,2,,,1,0,6,0.513,-1.652
78,first,1,12,55,40,3,3,4,0.0698,1,8,1.5,0.5,0,0,13,-2.0046,0.2097
79,first,0,18,91,31,19,12,13,0.38,4,10,4.5,3.0,0,0,13,-0.5941,0.6992
80,first,0,4,121,55,21,12,14,0.2763,4,8,2.0,4.5,0,0,13,-0.9785,0.4238
81,first,0,12,119,60,17,11,12,0.2208,4,8,3.0,2.5,0,0,13,-0.5814,-0.5981
82,repeat,0,5,65,37,7,5,6,0.1591,2,5,3.0,,1,0,10,-1.5439,-1.1499
83,repeat,0,2,59,13,13,5,8,0.5,4,8,3.0,,1,0,10,-0.1225,-0.2982
84,first,0,11,81,20,12,8,22,0.375,4,8,5.5,5.0,0,1,13,-0.5723,0.0749
85,repeat,1,10,18,8,3,2,1,0.2727,1,7,3.0,,1,0,13,-0.7596,-1.6432
86,repeat,1,10,18,5,4,3,2,0.4444,1,8,4.5,,1,0,10,-1.2107,0.0739
87,repeat,0,4,61,37,6,3,2,0.1395,3,6,1.5,2.5,0,0,13,-1.5308,-0.7785
88,first,1,10,45,18,6,2,9,0.25,2,9,4.0,6.0,0,1,13,-0.7313,0.9982
89,repeat,0,4,35,6,9,4,6,0.6,2,4,5.0,5.0,0,1,13,-0.3411,-1.1872
90,first,1,10,33,10,5,0,9,0.3333,2,5,,,1,0,5,0.337,-0.0767
91,first,1,20,0,0,0,0,0,,0,2,1.5,3.0,0,0,13,-1.7432,-1.1334
92,repeat,0,10,113,53,15,12,13,0.2206,4,7,5.0,,1,0,11,-1.0044,0.11
93,first,0,10,181,139,9,8,5,0.0608,4,7,2.0,2.0,0,0,13,-2.4783,0.5522
94,first,1,21,33,8,5,3,12,0.3846,1,11,5.0,5.0,0,1,13,-0.5929,0.5934
95,first,0,7,74,29,13,7,10,0.3095,3,6,,4.0,0,0,13,-0.3876,-0.9281
96,first,0,16,49,18,9,6,5,0.3333,3,7,4.0,7.0,0,1,13,-0.4932,0.093
97,first,0,13,59,14,11,3,13,0.44,4,10,6.0,6.0,0,1,13,0.0935,2.4236
98,repeat,1,5,21,8,3,2,3,0.2727,1,4,3.0,3.0,0,0,13,-0.7789,-1.436
99,first,0,12,39,9,7,5,8,0.4375,2,6,4.5,6.0,0,1,13,-0.2411,-1.389
100,repeat,0,7,34,1,6,1,8,0.8571,4,9,8.0,9.5,0,1,13,1.428,-0.1887
101,repeat,0,6,17,1,3,1,4,0.75,2,5,3.0,4.5,0,0,13,0.1052,-1.9239
102,first,1,7,26,8,4,1,4,0.3333,2,7,5.0,7.0,0,1,13,0.376,0.1873
103,first,0,10,51,19,8,3,7,0.2963,3,9,5.5,7.0,0,1,13,-0.1969,0.1948
104,first,0,17,0,0,0,0,0,,0,0,,,1,0,6,-0.0809,-2.4695
105,first,0,18,45,8,9,1,13,0.5294,3,9,5.0,,1,0,13,-0.0458,-0.1942
106,first,1,14,135,75,20,13,12,0.2105,3,10,3.5,2.5,0,0,13,-1.1337,1.4693
107,first,0,10,56,16,10,2,15,0.3846,3,7,4.5,3.5,0,0,13,-0.7726,-0.1322
108,first,1,17,0,0,0,0,0,,0,9,6.0,5.5,0,1,13,-0.024,0.3165
109,first,0,9,27,3,5,1,6,0.625,3,9,4.5,7.0,0,1,13,-0.0661,0.3545
110,first,0,17,32,0,3,1,11,,4,10,8.5,8.0,0,1,13,1.6533,1.1255
111,repeat,0,7,0,0,0,0,0,,0,1,,,1,0,9,0.5951,-2.8901
112,first,0,16,20,0,1,1,3,,3,10,8.0,,1,0,13,1.7825,1.1501
113,first,0,17,45,8,7,4,12,0.4667,3,10,,,1,0,13,0.3137,-0.2371
114,repeat,0,5,0,0,0,0,0,,0,1,,5.5,0,1,13,-0.4181,-1.9738
115,first,0,12,22,0,1,0,7,,3,7,8.0,9.0,0,1,13,1.9037,-0.0123
116,first,0,10,53,10,10,3,11,0.5,4,10,4.5,6.0,0,1,13,-0.0049,0.2186
117,repeat,1,10,15,0,2,0,4,,2,5,6.0,6.0,0,1,13,0.3944,-1.3038
118,repeat,0,10,32,3,6,1,7,0.6667,3,10,5.5,6.5,0,1,13,0.2043,0.531
119,first,1,21,10,1,2,0,3,,1,11,7.0,8.5,0,1,13,0.8069,0.3586
120,first,0,17,12,1,3,3,1,0.75,1,5,,6.5,0,1,13,0.2885,-0.7953
121,first,1,13,48,22,7,5,6,0.2414,2,7,3.5,6.5,0,1,13,-0.6778,-0.2136
122,first,0,8,98,45,17,11,9,0.2742,4,8,1.5,2.5,0,0,13,-1.4944,0.2491
123,first,0,23,48,27,4,5,2,0.129,2,4,0.0,,1,0,13,-2.2509,-0.803
124,first,0,17,19,0,5,0,5,1.0,2,8,6.5,8.0,0,1,13,0.7896,-0.3154
125,first,1,17,9,1,3,1,0,0.75,1,1,,,1,0,4,-0.5906,-0.5199
126,first,0,14,29,2,7,3,8,0.7778,2,5,4.5,,1,0,12,-0.4387,-1.4056
127,first,0,30,56,5,15,6,10,0.75,4,11,5.5,8.0,0,1,13,0.6369,0.054
128,first,0,25,74,17,14,6,23,0.4516,3,7,3.5,6.5,0,1,13,-0.262,0.8767
129,first,1,6,92,34,18,11,15,0.3462,3,11,4.0,6.5,0,1,13,-0.8717,1.121
130,repeat,0,8,38,9,10,3,3,0.5263,3,7,2.5,5.5,0,1,13,-0.5689,-0.6366
131,first,0,21,197,121,20,17,20,0.1418,4,8,2.0,3.0,0,0,13,-1.4085,0.163
132,repeat,1,5,37,9,7,4,8,0.4375,2,11,3.0,5.0,0,1,13,-1.106,-0.3154
133,repeat,0,9,19,0,3,2,3,,3,5,2.5,4.0,0,0,13,-0.8307,-0.8823
134,first,0,9,140,73,16,12,19,0.1798,4,10,2.5,4.5,0,0,13,-1.0862,-0.1808
135,first,0,15,56,13,9,6,10,0.4091,4,8,2.5,,1,0,11,-0.5753,-0.7658
136,first,0,11,21,7,3,1,1,0.3,2,4,1.5,2.5,0,0,13,-1.5185,-0.8299
137,first,0,16,70,13,17,9,12,0.5667,4,10,5.5,7.5,0,1,13,0.1774,0.0586
138,first,0,9,118,51,24,11,13,0.32,4,10,4.0,7.0,0,1,13,-0.4674,1.846
139,first,0,14,15,4,2,1,4,0.3333,1,9,7.5,7.0,0,1,13,1.0139,-0.3367
140,first,0,13,9,0,1,0,1,,2,2,,,1,0,4,1.5492,-1.3207
141,first,1,28,7,0,0,0,2,,1,10,6.5,10.0,0,1,13,2.683,0.5294
142,repeat,0,3,14,2,1,2,4,,1,2,3.0,,1,0,13,-0.359,-2.5377
143,first,0,11,45,2,6,2,16,0.75,4,11,10.0,8.0,0,1,13,1.1894,1.7352
144,first,0,26,0,0,0,0,0,,0,2,2.0,3.0,0,0,13,-1.2146,-1.5919
145,first,0,13,22,1,3,0,4,0.75,3,8,9.5,8.0,0,1,13,1.9471,-0.6849
146,first,0,16,67,13,16,7,11,0.5517,4,9,4.5,6.0,0,1,13,0.0632,0.7381
147,repeat,1,4,0,0,0,0,0,,0,4,,,1,0,7,-0.3554,-1.1387
148,repeat,0,7,50,11,10,2,7,0.4762,4,10,3.5,6.0,0,1,13,0.3309,-0.4256
149,first,0,12,22,3,3,1,8,0.5,2,6,3.5,5.5,0,1,13,-0.3464,-0.7943
150,first,0,12,122,63,20,12,8,0.241,4,11,6.0,5.5,0,1,13,-0.619,0.6173
151,first,0,16,27,3,6,2,7,0.6667,2,3,,,1,0,6,0.1783,-0.4902
152,repeat,0,11,16,1,4,0,2,0.8,2,6,6.5,,1,0,9,0.466,-1.2374
153,first,0,9,29,0,5,0,5,1.0,4,10,8.5,9.5,0,1,13,1.1592,0.9808
154,repeat,0,5,25,0,4,1,5,1.0,3,5,,,1,0,6,1.777,-0.6538
155,repeat,0,5,8,2,0,0,1,,1,2,,,1,0,7,-1.5121,-3.8614
156,first,0,9,69,19,13,4,14,0.4062,4,8,5.5,4.0,0,0,13,-0.4908,0.5575
157,repeat,0,10,6,0,0,1,0,,1,5,5.0,,1,0,11,1.2786,-1.9403
158,repeat,0,1,45,8,10,1,7,0.5556,4,7,7.0,8.0,0,1,13,0.9225,0.0758
159,repeat,0,5,7,1,0,0,1,,1,3,,,1,0,6,-0.3418,-1.8936
160,repeat,1,3,11,1,1,1,3,,1,6,7.0,6.5,0,1,13,0.2756,-1.2023
161,first,0,17,11,2,2,0,2,0.5,1,6,6.5,9.0,0,1,13,1.4055,-1.6815
162,repeat,0,4,0,0,0,0,0,,0,0,,,1,0,5,0.4838,-3.124
163,first,0,15,44,9,9,6,5,0.5,3,10,5.0,8.5,0,1,13,0.2032,-0.2505
164,first,1,12,0,0,0,0,0,,0,8,6.5,,1,0,13,1.3273,-0.889
165,repeat,1,2,0,0,0,0,0,,0,4,3.0,,1,0,13,-0.0577,-1.185
166,first,1,15,0,0,0,0,0,,0,10,,7.5,0,1,13,0.9629,0.5343
167,first,0,23,0,0,0,0,0,,0,1,,,1,0,7,0.0967,-1.3581
168,repeat,0,6,71,18,13,9,11,0.4194,4,9,5.0,5.5,0,1,13,-0.4551,-0.6952
169,repeat,0,4,12,5,2,0,0,0.2857,1,5,4.0,,1,0,9,0.0088,-1.8302
170,first,1,5,13,3,2,2,1,0.4,1,9,3.5,6.5,0,1,13,-0.2016,-0.6954
171,first,0,6,63,17,11,3,14,0.3929,4,10,4.5,8.0,0,1,13,0.0817,0.1005
172,repeat,0,2,24,7,2,4,1,0.2222,2,2,,,1,0,5,-1.2418,-2.4361
173,repeat,0,4,216,154,19,17,6,0.1098,4,5,,,1,0,6,-2.4988,-0.1614
174,first,0,14,28,2,5,0,6,0.7143,3,5,6.0,6.5,0,1,13,0.8893,-1.2641
175,first,0,12,15,1,1,3,3,,2,5,2.5,5.0,0,1,13,0.0703,-1.1639
176,repeat,1,6,9,1,2,0,1,,1,4,3.5,,1,0,9,-1.0878,-2.1216
177,repeat,0,3,0,0,0,0,0,,0,0,,,1,0,4,0.3716,-3.6781
178,first,0,10,27,9,5,3,0,0.3571,2,6,3.0,4.5,0,0,13,-1.0123,-1.6894
179,first,0,15,6,0,0,0,1,,1,5,4.0,5.5,0,1,13,-0.1845,-1.0352
180,first,0,15,22,0,3,0,1,,4,10,10.0,10.0,0,1,13,2.8524,1.8341
181,first,0,18,60,6,10,4,22,0.625,4,8,6.0,8.0,0,1,13,0.5221,0.2064
182,first,0,19,112,49,21,10,13,0.3,4,11,4.5,7.0,0,1,13,-0.3701,1.8179
183,first,0,12,47,11,6,4,15,0.3529,3,10,4.5,4.5,0,0,13,-0.5009,0.7875
184,first,0,14,16,0,0,0,1,,3,9,10.0,10.0,0,1,13,3.1458,-0.3427
185,first,0,12,15,0,2,0,3,,2,8,,10.0,0,1,13,1.4885,-0.9419
186,first,0,20,66,18,10,6,12,0.3571,4,10,,5.0,0,1,13,0.2542,1.1314
187,repeat,0,10,29,1,4,1,5,0.8,4,10,7.0,9.0,0,1,13,2.162,1.462
188,first,0,11,74,23,12,7,13,0.3429,4,9,4.0,9.0,0,1,13,-0.0684,0.1942
189,first,0,28,44,6,8,2,13,0.5714,3,10,7.5,6.5,0,1,13,0.764,0.6714
190,repeat,0,10,26,6,3,2,5,0.3333,2,3,,,1,0,6,-0.4059,-2.4722
191,repeat,0,3,183,118,18,17,12,0.1324,4,8,1.0,1.5,0,0,13,-1.8999,0.572
192,first,0,19,48,7,8,4,11,0.5333,4,11,6.0,7.5,0,1,13,0.2168,0.706
193,repeat,0,0,30,10,4,1,6,0.2857,2,5,0.5,1.5,0,0,13,-1.7338,-1.0406
194,first,0,21,39,3,7,3,7,0.7,4,10,6.5,8.5,0,1,13,1.3295,0.8318
195,first,0,12,61,17,12,4,11,0.4138,4,8,5.5,5.5,0,1,13,-0.2043,0.4642
196,repeat,0,4,40,7,7,1,9,0.5,4,10,5.5,7.0,0,1,13,0.4488,0.7369
197,repeat,1,4,48,12,8,4,9,0.4,3,9,3.5,3.0,0,0,13,-0.73,-0.4097
198,repeat,0,5,42,6,10,2,7,0.625,4,12,6.5,9.0,0,1,13,1.1136,1.6385
199,first,0,11,23,0,3,0,5,,3,7,7.5,8.5,0,1,13,1.6098,-0.9014
200,first,0,8,41,7,6,1,13,0.4615,3,7,4.0,7.0,0,1,13,0.1539,-0.6276
201,first,1,20,17,4,3,1,5,0.4286,1,6,5.5,5.0,0,1,13,-0.2849,-0.4038
202,first,1,18,16,4,3,2,4,0.4286,1,6,3.5,3.5,0,0,13,-0.8762,-1.0724
203,first,1,18,37,6,7,4,10,0.5385,2,9,5.0,5.0,0,1,13,0.0003,-0.2957
204,first,0,13,105,44,20,11,14,0.3125,4,8,4.0,4.0,0,0,13,-0.9398,1.4986
205,first,0,18,27,1,4,1,8,0.8,3,6,,,1,0,7,1.487,-0.2165
206,first,0,10,35,7,6,3,7,0.4615,3,4,,,1,0,6,0.416,0.3593
207,repeat,1,7,37,8,6,5,8,0.4286,2,3,4.5,6.0,0,1,13,-0.8695,-1.1688
208,first,0,18,60,23,10,3,8,0.303,4,9,5.0,4.5,0,0,13,-0.4806,0.2101
209,first,0,12,31,3,3,0,7,0.5,4,11,5.5,4.5,0,0,13,0.1262,-0.5147
210,repeat,1,2,0,0,0,0,0,,0,0,5.5,,1,0,10,-0.9511,-2.9674
211,first,0,7,116,47,17,14,19,0.2656,4,10,5.0,4.5,0,0,13,-0.6456,-0.2578
212,repeat,0,3,0,0,0,0,0,,0,0,,,1,0,3,0.1096,-2.4026
213,repeat,0,6,48,19,4,6,5,0.1739,3,5,4.5,,1,0,8,-0.5682,-1.5072
214,first,0,22,38,3,7,4,4,0.7,4,11,8.5,8.0,0,1,13,1.1711,1.0859
215,first,0,19,39,20,4,3,2,0.1667,2,6,2.0,,1,0,12,-1.0626,-0.1743
216,first,0,25,13,0,0,0,3,,2,3,10.0,,1,0,8,2.7943,-1.1124
217,repeat,1,7,0,0,0,0,0,,0,9,4.0,4.0,0,0,13,-0.8612,0.0105
218,first,1,11,39,10,6,0,8,0.375,3,12,5.0,7.5,0,1,13,0.7771,0.851
219,first,0,14,193,125,21,12,15,0.1438,4,9,3.5,3.5,0,0,13,-1.2654,0.5669
220,repeat,0,8,41,7,7,4,10,0.5,3,8,4.0,,1,0,13,-0.2684,-0.4527
221,repeat,0,3,0,0,0,0,0,,0,4,2.0,,1,0,11,-0.7192,-1.9193
222,first,1,15,0,0,0,0,0,,0,4,3.5,2.5,0,0,13,-1.2951,-0.1513
223,first,0,9,24,0,1,1,3,,4,11,10.0,10.0,0,1,13,3.4275,0.9342
224,first,1,25,0,0,0,0,0,,0,3,6.5,,1,0,11,0.9422,-1.7576
225,first,0,22,26,7,5,2,2,0.4167,2,3,,,1,0,5,-0.0831,-1.8453
226,repeat,0,5,27,4,1,2,8,0.2,3,4,,,1,0,5,0.6527,-2.7031
227,first,0,15,20,0,3,1,3,,3,10,10.0,10.0,0,1,13,3.0822,-0.1289
228,first,1,17,31,7,5,3,11,0.4167,1,7,2.0,4.5,0,0,13,-1.5708,0.3323
229,first,0,18,34,7,4,2,6,0.3636,3,11,6.5,9.0,0,1,13,1.182,-0.3498
230,first,0,14,84,45,8,7,10,0.1509,3,7,2.5,,1,0,13,-1.2789,-0.3344
231,repeat,0,4,23,1,1,0,4,,4,5,,,1,0,6,1.3752,-1.3444
232,first,0,22,34,7,6,2,9,0.4615,2,6,,4.5,0,0,13,-0.587,-0.4323
233,first,0,8,71,49,5,4,3,0.0926,2,5,,0.0,0,0,13,-2.516,-0.0279
234,first,0,10,27,1,3,1,5,0.75,4,12,9.0,10.0,0,1,13,1.8958,0.7997
235,first,0,25,141,72,21,13,17,0.2258,4,9,3.0,5.5,0,1,13,-0.8813,1.0479
236,first,0,16,65,15,15,7,11,0.5,4,6,3.5,,1,0,8,-0.4398,0.3068
237,repeat,0,6,25,4,5,1,5,0.5556,2,6,6.0,,1,0,11,0.8621,-1.523
238,first,0,17,155,61,30,16,29,0.3297,4,9,4.0,5.5,0,1,13,-0.4867,1.298
239,first,0,24,49,8,11,1,11,0.5789,4,12,7.0,9.5,0,1,13,0.3517,1.4821
240,first,0,19,63,25,7,4,16,0.2188,3,7,6.0,,1,0,10,-1.1699,0.0542
241,first,0,11,37,1,8,3,7,0.8889,4,10,8.5,7.0,0,1,13,1.2358,2.0748
242,first,0,19,80,20,14,5,23,0.4118,4,11,7.0,9.5,0,1,13,0.0064,1.7448
243,first,1,10,34,3,5,1,10,0.625,3,11,8.0,5.5,0,1,13,0.2372,0.1261
244,first,0,25,68,18,13,7,14,0.4194,4,10,6.5,5.5,0,1,13,0.0558,0.6703
245,first,0,21,56,19,9,6,7,0.3214,3,4,,,1,0,6,-0.7911,-1.0267
246,first,0,14,65,23,7,9,14,0.2333,3,4,,,1,0,5,-1.2683,-1.7555
247,first,1,17,29,14,3,3,0,0.1765,2,5,,,1,0,6,-0.8692,-0.6705
248,first,0,16,39,6,5,2,8,0.4545,4,10,7.0,7.5,0,1,13,1.1158,0.2536
249,repeat,0,10,37,12,5,4,2,0.2941,3,3,,,1,0,5,-0.7886,-1.7004
250,first,1,5,20,4,4,1,1,0.5,2,3,,,1,0,4,0.348,-1.1941
251,repeat,1,8,15,4,2,1,3,0.3333,1,8,3.0,7.0,0,1,13,-0.533,0.1691
252,first,0,20,70,16,11,8,17,0.4074,4,12,7.0,6.0,0,1,13,-0.1094,-0.208
253,repeat,0,2,19,2,4,0,4,0.6667,2,4,6.5,,1,0,9,0.2669,-1.8359
254,first,1,9,16,0,2,0,5,,2,6,7.5,9.5,0,1,13,1.233,-0.6222
255,repeat,0,12,0,0,0,0,0,,0,1,7.0,,1,0,9,2.1401,-1.9768
256,first,0,6,68,19,10,6,14,0.3448,4,10,4.5,6.0,0,1,13,-0.1159,-0.1784
257,first,0,13,14,1,2,0,2,,2,8,7.5,8.5,0,1,13,1.4565,-0.4676
258,first,0,8,78,31,12,8,12,0.2791,4,8,3.5,5.0,0,1,13,-0.6366,-0.3011
259,first,0,35,59,6,12,6,17,0.6667,4,10,6.5,5.0,0,1,13,0.5855,-0.1217
260,first,0,24,67,9,15,8,16,0.625,4,8,6.0,5.5,0,1,13,-0.1475,-0.1368
261,first,0,19,10,0,1,0,1,,2,2,,,1,0,3,0.1388,-1.2248
262,repeat,0,9,7,2,0,0,1,,1,1,,,1,0,13,-0.9422,-2.5666
263,first,0,13,93,52,10,10,7,0.1613,3,5,,,1,0,7,-1.6126,-0.3568
264,first,0,20,54,10,7,3,15,0.4118,4,12,5.5,5.0,0,1,13,0.2227,0.0154
265,repeat,0,7,39,11,4,4,6,0.2667,3,4,,,1,0,6,-0.322,-1.9278
266,first,1,14,79,37,7,8,19,0.1591,2,8,2.0,,1,0,10,-0.7264,0.1948
267,first,0,14,29,6,5,1,3,0.4545,3,6,6.5,7.0,0,1,13,1.2086,-1.0126
268,first,0,12,34,2,3,1,10,0.6,4,9,7.0,8.5,0,1,13,1.347,-0.1248
269,repeat,0,8,52,9,12,5,11,0.5714,3,3,,,1,0,3,-0.1986,-0.5577
270,first,0,18,19,1,7,1,1,0.875,2,9,8.5,7.5,0,1,13,1.2644,-0.1952
271,first,1,17,0,0,0,0,0,,0,10,6.5,8.5,0,1,13,1.5313,-0.2854
272,first,1,13,0,0,0,0,0,,0,3,3.5,6.5,0,1,13,0.1507,-0.9102
273,first,0,18,102,37,19,10,18,0.3393,4,9,4.5,5.0,0,1,13,-0.4674,0.5641
274,first,0,15,67,20,13,5,9,0.3939,4,7,,7.5,0,1,13,-0.4725,-0.0909
275,first,0,16,103,34,16,11,23,0.32,4,11,6.5,4.5,0,0,13,-0.674,1.48
276,first,0,19,36,1,9,1,6,0.9,4,12,7.0,9.0,0,1,13,1.7406,0.9905
